བྲལ་བ  -ར  དགོངས་པ་ཅན 	ཐུགས 	བརྩེ་བ 	།_། 	ཕྲད་དང 	བྲལ་བ 	-ར 	དགོངས་པ་ཅན 	།_། 	མི 	འབྲལ 	དགོངས་ཤིང 	bstod tshogs ka_.txt	ཐུགས  བརྩེ་བ  །_།  ཕྲད་དང  བྲལ་བ  -ར  དགོངས་པ་ཅན  །_།  མི  འབྲལ  དགོངས་ཤིང 
བསྐྱེད་པ  -ར ་ཟད 	བྱས་ན 	།_། 	ཉོན་མོངས 	འབའ་ཞིག 	བསྐྱེད་པ 	-ར	་ཟད 	།_། 	ཇི 	ལྟར 	སྦུན་པ 	bstod tshogs ka_.txt	བྱས་ན  །_།  ཉོན་མོངས  འབའ་ཞིག  བསྐྱེད་པ  -ར ་ཟད  །_།  ཇི  ལྟར  སྦུན་པ 
འབྲས་བུ  -ར  མི 	གཡོགས 	གྱུར་པས 	།_། 	སོ་བ 	འབྲས་བུ 	-ར 	མི 	འདོད་ལྟར 	།_། 	དེ 	བཞིན 	bstod tshogs ka_.txt	གཡོགས  གྱུར་པས  །_།  སོ་བ  འབྲས་བུ  -ར  མི  འདོད་ལྟར  །_།  དེ  བཞིན 
སྣང་བ  -ར  འགྱུར་བ་ལྟར 	གྲོལ་ན 	།_། 	འབྲས 	ཉིད 	སྣང་བ 	-ར 	འགྱུར་བ་ལྟར 	།_། 	དེ 	བཞིན 	ཉོན་མོངས་ལས 	bstod tshogs ka_.txt	གྲོལ་ན  །_།  འབྲས  ཉིད  སྣང་བ  -ར  འགྱུར་བ་ལྟར  །_།  དེ  བཞིན  ཉོན་མོངས་ལས 
དཔེ  -ར  བྱེད་ཀྱང 	མེད་དོ་ཞེས 	།_། 	འཇིག 	རྟེན་ན་ནི 	དཔེ 	-ར 	བྱེད་ཀྱང 	།_། 	དེ་ཡི 	འབྲས་བུ 	སྙིང་པོ་ཉིད 	bstod tshogs ka_.txt	མེད་དོ་ཞེས  །_།  འཇིག  རྟེན་ན་ནི  དཔེ  -ར  བྱེད་ཀྱང  །_།  དེ་ཡི  འབྲས་བུ  སྙིང་པོ་ཉིད 
 -ར  བྱེད་པ་ལྟར 	།_། 	མངར་པོ 	ཟ་བ 			-ར 	བྱེད་པ་ལྟར 	།_། 	སྙིང་པོ 	མེད་པ 	-འི 	bstod tshogs ka_.txt	།_།  མངར་པོ  ཟ་བ    -ར  བྱེད་པ་ལྟར  །_།  སྙིང་པོ  མེད་པ  -འི 
བདུད་རྩི  -ར ་འགྱུར 	།_། 	ལུས 	ཅན 	ཀུན་གྱི 	བདུད་རྩི 	-ར	་འགྱུར 	།_། 	དེ 	བཞིན 	ས་བོན 	bstod tshogs ka_.txt	།_།  ལུས  ཅན  ཀུན་གྱི  བདུད་རྩི  -ར ་འགྱུར  །_།  དེ  བཞིན  ས་བོན 
མེད་པ  -ར  འབྲས 	-འི 	འབྲས་བུ་འབྱུང 	_།_། 	ས་བོན 	མེད་པ 	-ར 	འབྲས 	ཡོད་པར 	།_། 	ཤེས 	ལྡན་གང་གིས 	bstod tshogs ka_.txt	-འི  འབྲས་བུ་འབྱུང  _།_།  ས་བོན  མེད་པ  -ར  འབྲས  ཡོད་པར  །_།  ཤེས  ལྡན་གང་གིས 
སྒྲུབ་པ  -ར  ནུས 					སྒྲུབ་པ 	-ར 	ནུས 	།_།_ 	-ས 	བོན 	གྱུར་པ 	bstod tshogs ka_.txt	    སྒྲུབ་པ  -ར  ནུས  །_།_  -ས  བོན  གྱུར་པ 
སྦྱངས་པ  -ར  གྱུར་པ་ལས 	ཀུན་གྱི 	རྟེན་དུ་འདོད 	།_། 	རིམ་གྱིས 	སྦྱངས་པ 	-ར 	གྱུར་པ་ལས 	།_། 	སངས 	རྒྱས 	གོ་འཕང 	bstod tshogs ka_.txt	ཀུན་གྱི  རྟེན་དུ་འདོད  །_།  རིམ་གྱིས  སྦྱངས་པ  -ར  གྱུར་པ་ལས  །_།  སངས  རྒྱས  གོ་འཕང 
ཐོབ་པ  -ར ་འགྱུར 					ཐོབ་པ 	-ར	་འགྱུར 	།_། 	དྲི 	མེད 	ཉི་མ 	bstod tshogs ka_.txt	    ཐོབ་པ  -ར ་འགྱུར  །_།  དྲི  མེད  ཉི་མ 
བསྒྲིབས་པ  -ར ་གྱུར 	རྡུལ་ལ་སོགས 	།_། 	སྒྲིབ་པ 	ལྔ་ཡིས 	བསྒྲིབས་པ 	-ར	་གྱུར 	།_། 	དེ 	བཞིན 	འོད་གསལ་བ་ཡི་སེམས 	bstod tshogs ka_.txt	རྡུལ་ལ་སོགས  །_།  སྒྲིབ་པ  ལྔ་ཡིས  བསྒྲིབས་པ  -ར ་གྱུར  །_།  དེ  བཞིན  འོད་གསལ་བ་ཡི་སེམས 
བསྒྲིབས་པ  -ར ་གྱུར 	ཐེ་ཚོམ་སྟེ 	།_། 	སྒྲིབ་པ 	ལྔ་ཡིས 	བསྒྲིབས་པ 	-ར	་གྱུར 	།_། 	ཇི 	ལྟར 	མེ་ཡིས 	bstod tshogs ka_.txt	ཐེ་ཚོམ་སྟེ  །_།  སྒྲིབ་པ  ལྔ་ཡིས  བསྒྲིབས་པ  -ར ་གྱུར  །_།  ཇི  ལྟར  མེ་ཡིས 
ཉམས་པ  -ར  བྱེད 	ཀུན་གྱིས 	ཉོན་མོངས་ལྡོག 	_། 	ཁམས་དེ 	ཉམས་པ 	-ར 	བྱེད 	མ 	ཡིན 	།_།_ 	-ས་ཡི་དཀྱིལ་ན 	bstod tshogs ka_.txt	ཀུན་གྱིས  ཉོན་མོངས་ལྡོག  _།  ཁམས་དེ  ཉམས་པ  -ར  བྱེད  མ  ཡིན  །_།_  -ས་ཡི་དཀྱིལ་ན 
མེད་པ  -ར  གནས་པ་ལྟར 	-འི་ཆུ 	།_། 	དྲི 	མ 	མེད་པ 	-ར 	གནས་པ་ལྟར 	།_། 	ཉོན་མོངས 	ནང་ན 	ཡེ་ཤེས་ཀྱང 	bstod tshogs ka_.txt	-འི་ཆུ  །_།  དྲི  མ  མེད་པ  -ར  གནས་པ་ལྟར  །_།  ཉོན་མོངས  ནང་ན  ཡེ་ཤེས་ཀྱང 
 -ར ་གནས 	_།_། 	དེ་བཞིན 	དྲི་མ 	མེད་པ 		-ར	་གནས 	།_། 	ཆོས 	དབྱིངས་གང 	ཕྱིར 	bstod tshogs ka_.txt	_།_།  དེ་བཞིན  དྲི་མ  མེད་པ   -ར ་གནས  །_།  ཆོས  དབྱིངས་གང  ཕྱིར 
སོ་སོ  -ར  རང་རིག 	སྣང་བ 	མེད་ཅིང 	མཚན་ཉིད་མེད 	།_། 	སོ་སོ 	-ར 	རང་རིག 	སྦྱོར་ལྡན་ཉིད 	།_། 	སངས 	རྒྱས 	bstod tshogs ka_.txt	སྣང་བ  མེད་ཅིང  མཚན་ཉིད་མེད  །_།  སོ་སོ  -ར  རང་རིག  སྦྱོར་ལྡན་ཉིད  །_།  སངས  རྒྱས 
འབྱུང་བ  -ར  གྱུར་པ་དང 	བརྟག 	པར་བྱ 	།_། 	བརྟེན་ནས 	འབྱུང་བ 	-ར 	གྱུར་པ་དང 	_།_། 	བརྟེན་ནས 	འགག་པ 	-ར 	bstod tshogs ka_.txt	བརྟག  པར་བྱ  །_།  བརྟེན་ནས  འབྱུང་བ  -ར  གྱུར་པ་དང  _།_།  བརྟེན་ནས  འགག་པ  -ར 
རྟོག་པ  -ར ་བྱེད 	མ་ཡིན་ན 	།_། 	བྱིས་པ 	ཇི་ལྟར 	རྟོག་པ 	-ར	་བྱེད 	།_། 	རི 	བོང་བ 	གླང་རྭ་ཡི་དཔེས 	bstod tshogs ka_.txt	མ་ཡིན་ན  །_།  བྱིས་པ  ཇི་ལྟར  རྟོག་པ  -ར ་བྱེད  །_།  རི  བོང་བ  གླང་རྭ་ཡི་དཔེས 
སྒྲུབ་པ  -ར ་བྱེད 	།_། 	དབུ 	མ 	ཉིད་དུ 	སྒྲུབ་པ 	-ར	་བྱེད 	།_། 	ཇི 	ལྟར 	ཉི་ཟླ 	bstod tshogs ka_.txt	།_།  དབུ  མ  ཉིད་དུ  སྒྲུབ་པ  -ར ་བྱེད  །_།  ཇི  ལྟར  ཉི་ཟླ 
མཐོང་བ  -ར  གྱུར་པ་ལྟར 	ནང་དུ 	།_། 	གཟུགས 	བརྙན 	མཐོང་བ 	-ར 	གྱུར་པ་ལྟར 	།_། 	མཚན 	ཉིད 	རྫོགས་པ 	bstod tshogs ka_.txt	ནང་དུ  །_།  གཟུགས  བརྙན  མཐོང་བ  -ར  གྱུར་པ་ལྟར  །_།  མཚན  ཉིད  རྫོགས་པ 
མཐའ  -ར ་དགེ་བ 	།_། 	ཐོག 	མ 	བར་དང 	མཐའ 	-ར	་དགེ་བ 	།_། 	བསླུ་བ 	མེད་ཅིང 	བརྟན་པ་ཡི 	bstod tshogs ka_.txt	།_།  ཐོག  མ  བར་དང  མཐའ  -ར ་དགེ་བ  །_།  བསླུ་བ  མེད་ཅིང  བརྟན་པ་ཡི 
གི  -ར ་བརྟག 	_།_། 	ཇི་ལྟར 	བདག་དང 	བདག 	གི 	-ར	་བརྟག 	_། 	ཇི 	ལྟར 	སོ་ག 	bstod tshogs ka_.txt	_།_།  ཇི་ལྟར  བདག་དང  བདག  གི  -ར ་བརྟག  _།  ཇི  ལྟར  སོ་ག 
རྗོད་པ  -ར ་བྱེད 	-འི 	དུས་སུ་ཆུ 	།_། 	དྲོའོ་ཞེས་ནི 	རྗོད་པ 	-ར	་བྱེད 	།_། 	དེ 	ཉིད 	གྲང་བ 	bstod tshogs ka_.txt	-འི  དུས་སུ་ཆུ  །_།  དྲོའོ་ཞེས་ནི  རྗོད་པ  -ར ་བྱེད  །_།  དེ  ཉིད  གྲང་བ 
བརྗོད་པ  -ར ་བྱ 	གཡོགས་པ་ནི 	།_། 	སེམས 	ཅན་ཞེས་ནི 	བརྗོད་པ 	-ར	་བྱ 	།_། 	དེ 	ཉིད 	ཉོན་མོངས 	bstod tshogs ka_.txt	གཡོགས་པ་ནི  །_།  སེམས  ཅན་ཞེས་ནི  བརྗོད་པ  -ར ་བྱ  །_།  དེ  ཉིད  ཉོན་མོངས 
བརྗོད་པ  -ར ་བྱ 	གྱུར་ན 	།_། 	སངས 	རྒྱས་ཞེས་ནི 	བརྗོད་པ 	-ར	་བྱ 	།_། 	མིག་དང 	གཟུགས་ལ 	བརྟེན་ནས་ནི 	bstod tshogs ka_.txt	གྱུར་ན  །_།  སངས  རྒྱས་ཞེས་ནི  བརྗོད་པ  -ར ་བྱ  །_།  མིག་དང  གཟུགས་ལ  བརྟེན་ནས་ནི 
ཐོས་པ  -ར ་འགྱུར 	།_། 	རྟོག 	དང་བཅས་པ 	-ས 	ཐོས་པ 	-ར	་འགྱུར 	།_། 	སྣ་དང 	དྲི་ལ 	བརྟེན་ནས་སྣོམ 	bstod tshogs ka_.txt	།_།  རྟོག  དང་བཅས་པ  -ས  ཐོས་པ  -ར ་འགྱུར  །_།  སྣ་དང  དྲི་ལ  བརྟེན་ནས་སྣོམ 
རྟོག་པ  -ར ་བྱེད 	རྣམ་ཤེས་ཀྱིས 	།_། 	ཆོས་ཀྱི 	དབྱིངས་ལ 	རྟོག་པ 	-ར	་བྱེད 	།_། 	ལྕེ་ཡི 	རང་བཞིན 	སྟོང་པ་ཉིད 	bstod tshogs ka_.txt	རྣམ་ཤེས་ཀྱིས  །_།  ཆོས་ཀྱི  དབྱིངས་ལ  རྟོག་པ  -ར ་བྱེད  །_།  ལྕེ་ཡི  རང་བཞིན  སྟོང་པ་ཉིད 
བརྗོད་པ  -ར ་བྱ 	གྱུར་པ 	།_། 	ཆོས་ཀྱི 	དབྱིངས་ཞེས 	བརྗོད་པ 	-ར	་བྱ 	།_། 	ཡིད་གཙོར 	གྱུར་པ 	-འི 	bstod tshogs ka_.txt	གྱུར་པ  །_།  ཆོས་ཀྱི  དབྱིངས་ཞེས  བརྗོད་པ  -ར ་བྱ  །_།  ཡིད་གཙོར  གྱུར་པ  -འི 
བསྒོམ་པ  -ར ་བྱ 	མེད་པ་ཉིད 	།_། 	ཆོས་ཀྱི 	དབྱིངས་སུ 	བསྒོམ་པ 	-ར	་བྱ 	།_། 	མཐོང་དང 	ཐོས་དང 	བསྣམས་པ་དང 	bstod tshogs ka_.txt	མེད་པ་ཉིད  །_།  ཆོས་ཀྱི  དབྱིངས་སུ  བསྒོམ་པ  -ར ་བྱ  །_།  མཐོང་དང  ཐོས་དང  བསྣམས་པ་དང 
 -ར  གྱུར་པ་དང 	_།_། 	མྱངས་དང 	རེག་པ 			-ར 	གྱུར་པ་དང 	_།_། 	ཆོས 	རྣམས 	དེ་ལྟར 	bstod tshogs ka_.txt	_།_།  མྱངས་དང  རེག་པ    -ར  གྱུར་པ་དང  _།_།  ཆོས  རྣམས  དེ་ལྟར 
སོ་སོ  -ར  རིག་ན 	བདག་ཏུ 	འཛིན་ལས 	འཁོར་བ་སྟེ 	།_། 	སོ་སོ 	-ར 	རིག་ན 	དེ་ཉིད་དོ 	།_། 	འདོད 	ཆགས 	bstod tshogs ka_.txt	བདག་ཏུ  འཛིན་ལས  འཁོར་བ་སྟེ  །_།  སོ་སོ  -ར  རིག་ན  དེ་ཉིད་དོ  །_།  འདོད  ཆགས 
རྣམ་པ  -ར  རྟོག་པ 	འདི་ཉིད་ལ 	ཐམས་ཅད་དེ 	།_། 	རང་གི 	རྣམ་པ 	-ར 	རྟོག་པ 	-ས་བཅིངས 	།_། 	བདག 	ཉིད 	bstod tshogs ka_.txt	འདི་ཉིད་ལ  ཐམས་ཅད་དེ  །_།  རང་གི  རྣམ་པ  -ར  རྟོག་པ  -ས་བཅིངས  །_།  བདག  ཉིད 
 -ར ་འགྱུར 	ཤེས་ན 	གྲོལ་བ 				-ར	་འགྱུར 	།_། 	བྱང 	ཆུབ 	རིང་མིན 	bstod tshogs ka_.txt	ཤེས་ན  གྲོལ་བ     -ར ་འགྱུར  །_།  བྱང  ཆུབ  རིང་མིན 
ཞི་བ  -ར  གྱུར་པ་ཡིས 	མར་མེ་ལ 	གནས་ནས 	།_། 	མཆོག་ཏུ 	ཞི་བ 	-ར 	གྱུར་པ་ཡིས 	།_། 	བདག་ལ 	བརྟགས་པ 	-ས 	bstod tshogs ka_.txt	མར་མེ་ལ  གནས་ནས  །_།  མཆོག་ཏུ  ཞི་བ  -ར  གྱུར་པ་ཡིས  །_།  བདག་ལ  བརྟགས་པ  -ས 
མེད་པ  -ར ་བརྟགས 	།_། 	སངས 	རྒྱས 	རྣམས་ནི 	མེད་པ 	-ར	་བརྟགས 	།_། 	དམན་དང 	བསོད་ནམས 	དམན་པ་ལ 	bstod tshogs ka_.txt	།_།  སངས  རྒྱས  རྣམས་ནི  མེད་པ  -ར ་བརྟགས  །_།  དམན་དང  བསོད་ནམས  དམན་པ་ལ 
བགྱི  -ར ་མཆིས 	།_། 	བཅོམ 	ལྡན 	འདས་ཀྱིས་ཅི 	བགྱི 	-ར	་མཆིས 	།_། 	ཇི 	ལྟར 	དམུས་ལོང 	bstod tshogs ka_.txt	།_།  བཅོམ  ལྡན  འདས་ཀྱིས་ཅི  བགྱི  -ར ་མཆིས  །_།  ཇི  ལྟར  དམུས་ལོང 
མང་པོ  -ར  བཞུགས་ནས་ཀྱང 	མགོན་པོ་དེ་ཡི 	གཟུགས་ཀྱི་སྐུས 	།_། 	བསྐལ་པ 	མང་པོ 	-ར 	བཞུགས་ནས་ཀྱང 	_།_། 	གདུལ་བྱ 	རྣམས་ནི 	གདུལ་བ 	bstod tshogs ka_.txt	མགོན་པོ་དེ་ཡི  གཟུགས་ཀྱི་སྐུས  །_།  བསྐལ་པ  མང་པོ  -ར  བཞུགས་ནས་ཀྱང  _།_།  གདུལ་བྱ  རྣམས་ནི  གདུལ་བ 
འཇུག་པ  -ར ་གྱུར 	རྟོགས་ནས 	།_། 	དེར་ནི 	ཤེས་པ 	འཇུག་པ 	-ར	་གྱུར 	།_། 	སོ་སོ 	རང་རིག 	རྣམ་དག་ན 	bstod tshogs ka_.txt	རྟོགས་ནས  །_།  དེར་ནི  ཤེས་པ  འཇུག་པ  -ར ་གྱུར  །_།  སོ་སོ  རང་རིག  རྣམ་དག་ན 
བསྐལ་པ  -ར ་ནི 	_།_། 	དཔག་ཏུ 	མེད་པ 	-འི 	བསྐལ་པ 	-ར	་ནི 	།_། 	ཚེ་ཡང་གང་གིས 	བསྲུངས 	གྱུར་ཅིང 	bstod tshogs ka_.txt	_།_།  དཔག་ཏུ  མེད་པ  -འི  བསྐལ་པ  -ར ་ནི  །_།  ཚེ་ཡང་གང་གིས  བསྲུངས  གྱུར་ཅིང 
རིང་བ  -ར  མི 	རབ་ཏུ་འཇུག 	_། 	བྱང 	ཆུབ 	རིང་བ 	-ར 	མི 	བསམ་ཞིང 	_།_། 	ཉེ་བ 	-ར་ཡང་ནི 	bstod tshogs ka_.txt	རབ་ཏུ་འཇུག  _།  བྱང  ཆུབ  རིང་བ  -ར  མི  བསམ་ཞིང  _།_།  ཉེ་བ  -ར་ཡང་ནི 
མེད་པ  -ར ་ནི 	མི་བྱ 	།_། 	ཡུལ་དྲུག 	སྣང་བ 	མེད་པ 	-ར	་ནི 	།_། 	ཡང 	དག 	ཇི་བཞིན 	bstod tshogs ka_.txt	མི་བྱ  །_།  ཡུལ་དྲུག  སྣང་བ  མེད་པ  -ར ་ནི  །_།  ཡང  དག  ཇི་བཞིན 
འདི  -ར  གཅིག་གནས་ཀྱང 	།_། 	ཡེ 	ཤེས 	ལུས 	འདི 	-ར 	གཅིག་གནས་ཀྱང 	_།_། 	རྣལ་འབྱོར་པ་ཡིས 	ཡེ་ཤེས་ལེན 	།_། 	bstod tshogs ka_.txt	།_།  ཡེ  ཤེས  ལུས  འདི  -ར  གཅིག་གནས་ཀྱང  _།_།  རྣལ་འབྱོར་པ་ཡིས  ཡེ་ཤེས་ལེན  །_། 
 -ར ་བྱེད 	མི 	ཤེས་པ་ནི 	འདོར་བ 			-ར	་བྱེད 	།_། 	བདག་དང 	བདག་གི་ཞེས 	འཛིན་པས 	bstod tshogs ka_.txt	མི  ཤེས་པ་ནི  འདོར་བ    -ར ་བྱེད  །_།  བདག་དང  བདག་གི་ཞེས  འཛིན་པས 
འགག་པ  -ར ་འགྱུར 	།_། 	སྲིད་པ 	-འི 	ས་བོན 	འགག་པ 	-ར	་འགྱུར 	།_། 	གང 	ཕྱིར 	སངས་རྒྱས 	bstod tshogs ka_.txt	།_།  སྲིད་པ  -འི  ས་བོན  འགག་པ  -ར ་འགྱུར  །_།  གང  ཕྱིར  སངས་རྒྱས 
རྣམ་པ  -ར  སྦྱངས་པ་དང 	-འི 	ཤེས་རབ་དང 	_།_། 	སྨོན་ལམ 	རྣམ་པ 	-ར 	སྦྱངས་པ་དང 	_།_། 	སྟོབས་ལ 	ངེས་ནས 	ཡེ་ཤེས་ཏེ 	bstod tshogs ka_.txt	-འི  ཤེས་རབ་དང  _།_།  སྨོན་ལམ  རྣམ་པ  -ར  སྦྱངས་པ་དང  _།_།  སྟོབས་ལ  ངེས་ནས  ཡེ་ཤེས་ཏེ 
ངན་པ  -ར  སྨྲ་བ་སྟེ 	མི 	བྱ་ཞེས 	།_། 	སྨྲ་བ 	ངན་པ 	-ར 	སྨྲ་བ་སྟེ 	།_། 	བྱང 	ཆུབ 	སེམས་དཔའ 	bstod tshogs ka_.txt	མི  བྱ་ཞེས  །_།  སྨྲ་བ  ངན་པ  -ར  སྨྲ་བ་སྟེ  །_།  བྱང  ཆུབ  སེམས་དཔའ 
སྤྱད་པ  -ར  འདོད་པ་དེས 	ས་བོན་ལ 	སྡང་གང 	_།_། 	ཁ་ར 	སྤྱད་པ 	-ར 	འདོད་པ་དེས 	།_། 	བུར་ཤིང 	ས་བོན 	མེད་པ 	bstod tshogs ka_.txt	ས་བོན་ལ  སྡང་གང  _།_།  ཁ་ར  སྤྱད་པ  -ར  འདོད་པ་དེས  །_།  བུར་ཤིང  ས་བོན  མེད་པ 
འབྱུང་བ  -ར  འགྱུར 	-ར་ནི 	།_། 	ཁ 	ར 	འབྱུང་བ 	-ར 	འགྱུར 	མ་ཡིན 	།_། 	བུར་ཤིང 	ས་བོན་གང 	bstod tshogs ka_.txt	-ར་ནི  །_།  ཁ  ར  འབྱུང་བ  -ར  འགྱུར  མ་ཡིན  །_།  བུར་ཤིང  ས་བོན་གང 
འབྱུང་བ  -ར  འགྱུར་བ་ལྟར 	ཧྭགས 	རྣམས་ནི 	།_། 	དེ་ལས 	འབྱུང་བ 	-ར 	འགྱུར་བ་ལྟར 	།_། 	བྱང 	ཆུབ 	སེམས་ནི 	bstod tshogs ka_.txt	ཧྭགས  རྣམས་ནི  །_།  དེ་ལས  འབྱུང་བ  -ར  འགྱུར་བ་ལྟར  །_།  བྱང  ཆུབ  སེམས་ནི 
འབྱུང་བ  -ར ་འགྱུར 	སངས་རྒྱས་རྣམས 	།_། 	དེ་ལས 	སྐྱེ་ཞིང 	འབྱུང་བ 	-ར	་འགྱུར 	།_། 	ཇི 	ལྟར 	སཱ་ལུ 	bstod tshogs ka_.txt	སངས་རྒྱས་རྣམས  །_།  དེ་ལས  སྐྱེ་ཞིང  འབྱུང་བ  -ར ་འགྱུར  །_།  ཇི  ལྟར  སཱ་ལུ 
སྲུང་བ  -ར  བྱེད་པ་ལྟར 	ས་བོན་སོགས 	།_། 	ཞིང་པ 	-ས 	སྲུང་བ 	-ར 	བྱེད་པ་ལྟར 	།_། 	དེ 	བཞིན 	ཐེག་མཆོག 	bstod tshogs ka_.txt	ས་བོན་སོགས  །_།  ཞིང་པ  -ས  སྲུང་བ  -ར  བྱེད་པ་ལྟར  །_།  དེ  བཞིན  ཐེག་མཆོག 
