བདག  སོ གས 	ཡོངས་སུ 	རྫོགས་པ 	-ར་ནི 	།_། 	བདག 	སོ	གས 	འགྲོ་བ 	རྣམས་ཀྱིས་མྱུར་དུ 	རྟོགས་པ 	-ར་ཤོག 	bstod tshogs ka_.txt	ཡོངས་སུ  རྫོགས་པ  -ར་ནི  །_།  བདག  སོ གས  འགྲོ་བ  རྣམས་ཀྱིས་མྱུར་དུ  རྟོགས་པ  -ར་ཤོག 
ལུ་ལ  སོ གས་པ 	མ 	མཐོང་སྟེ 	།_ 	སཱ 	ལུ་ལ 	སོ	གས་པ 	-འི 	ས་བོན་ལས་ནི 	སཱ་ལུ 	-འི 	bstod tshogs ka_.txt	མ  མཐོང་སྟེ  །_  སཱ  ལུ་ལ  སོ གས་པ  -འི  ས་བོན་ལས་ནི  སཱ་ལུ  -འི 
 སོ  །_། 						སོ 	།_། 	གཞན་ཡང 	ཁྱད་པར་དུ 	བྱ་བ 	-འི 	bstod tshogs ka_.txt	     སོ  །_།  གཞན་ཡང  ཁྱད་པར་དུ  བྱ་བ  -འི 
རྨི་ལམ་ལ  སོ གས་པ 	གཞི 	-ར 	གྱུར་པ་ཡིན་ཏེ 	།_ 	རྨི་ལམ་ལ 	སོ	གས་པ 	-འི 	ཤེས་པ 	བཞིན་ནོ 	།_། 	bstod tshogs ka_.txt	གཞི  -ར  གྱུར་པ་ཡིན་ཏེ  །_  རྨི་ལམ་ལ  སོ གས་པ  -འི  ཤེས་པ  བཞིན་ནོ  །_། 
གླ་རྩི་ལ  སོ གས་པ 	མ་རིག་པ 	-འི 	བག་ཆགས་སུ 	གྱུར་པ་ནི 	གླ་རྩི་ལ 	སོ	གས་པ 	-ས 	བསྒོས་པ 	བཞིན་ཏེ 	།_ 	bstod tshogs ka_.txt	མ་རིག་པ  -འི  བག་ཆགས་སུ  གྱུར་པ་ནི  གླ་རྩི་ལ  སོ གས་པ  -ས  བསྒོས་པ  བཞིན་ཏེ  །_ 
 སོ  །_། 						སོ 	།_། 	གཞན་ཡང 	ཁྱད་པར་དུ 	བྱ་བ 	-འི་ཕྱིར 	bstod tshogs ka_.txt	     སོ  །_།  གཞན་ཡང  ཁྱད་པར་དུ  བྱ་བ  -འི་ཕྱིར 
ཆགས་ལ  སོ གས་པ 	གོས་པ 	མེད་པ་སྟེ 	།_ 	འདོད 	ཆགས་ལ 	སོ	གས་པ 	-འི 	ཉེས་པ 	-འི 	དྲི་མ་དང 	bstod tshogs ka_.txt	གོས་པ  མེད་པ་སྟེ  །_  འདོད  ཆགས་ལ  སོ གས་པ  -འི  ཉེས་པ  -འི  དྲི་མ་དང 
ཐམས་ཅད་དུ  སོ ང་བ 	གྱུར་པའོ 	།_། 	ཁྱབ་པ 	ཅན་ནི 	ཐམས་ཅད་དུ 	སོ	ང་བ 	-ར 	གྱུར་པའོ 	།_། 	སྤྲོས་པ 	bstod tshogs ka_.txt	གྱུར་པའོ  །_།  ཁྱབ་པ  ཅན་ནི  ཐམས་ཅད་དུ  སོ ང་བ  -ར  གྱུར་པའོ  །_།  སྤྲོས་པ 
 སོ ་སོ 						སོ	་སོ 	རང་རིག 	ཅེས་བྱ་བ་སྟེ 	།_ 	སེམས 	bstod tshogs ka_.txt	     སོ ་སོ  རང་རིག  ཅེས་བྱ་བ་སྟེ  །_  སེམས 
 སོ ་སོ 						སོ	་སོ 	རང་གིས 	རིག་པ 	-ར 	གྱུར་པ་གཞོན 	bstod tshogs ka_.txt	     སོ ་སོ  རང་གིས  རིག་པ  -ར  གྱུར་པ་གཞོན 
 སོ  །_། 						སོ 	།_། 	དེ 	ལྟ་བུ 	-འི 	ཆོས་ཀྱི 	bstod tshogs ka_.txt	     སོ  །_།  དེ  ལྟ་བུ  -འི  ཆོས་ཀྱི 
སྦྱིན་པ་ལ  སོ གས 	ལེགས 	མཛད་བརྒྱ་ཡི 	འབྲས་བུ་ཞེས 	བྱ་བ་ནི 	སྦྱིན་པ་ལ 	སོ	གས 	པ་ཕ 	རོལ་ཏུ 	ཕྱིན་པ 	རྣམས 	bstod tshogs ka_.txt	ལེགས  མཛད་བརྒྱ་ཡི  འབྲས་བུ་ཞེས  བྱ་བ་ནི  སྦྱིན་པ་ལ  སོ གས  པ་ཕ  རོལ་ཏུ  ཕྱིན་པ  རྣམས 
ངན  སོ ང 	།_ 	མཐོང་བ 	དོན་ཡོད་དང 	།_ 	ངན 	སོ	ང 	ཐམས་ཅད 	སྤོང་བ་དང 	།_ 	མྱ་ངན 	bstod tshogs ka_.txt	།_  མཐོང་བ  དོན་ཡོད་དང  །_  ངན  སོ ང  ཐམས་ཅད  སྤོང་བ་དང  །_  མྱ་ངན 
བློ་གྲོས་ལ  སོ གས་པའོ 	ངེས་པ 	-ར 	འཇོམས་པ 	-འི 	བློ་གྲོས་ལ 	སོ	གས་པའོ 	།_། 	ཅིའི 	ཕྱིར 	ཞེ་ན 	bstod tshogs ka_.txt	ངེས་པ  -ར  འཇོམས་པ  -འི  བློ་གྲོས་ལ  སོ གས་པའོ  །_།  ཅིའི  ཕྱིར  ཞེ་ན 
རྒྱ་ཆེ་བ་ལ  སོ གས་པ 	-ར 	སྤྲོ་བ 	-ས་ན 	ཤིན་ཏུ་མང་ཞིང 	རྒྱ་ཆེ་བ་ལ 	སོ	གས་པ 	-འི 	དམ་པ 	-འི 	ཆོས་སྟོན་ཅིང 	bstod tshogs ka_.txt	-ར  སྤྲོ་བ  -ས་ན  ཤིན་ཏུ་མང་ཞིང  རྒྱ་ཆེ་བ་ལ  སོ གས་པ  -འི  དམ་པ  -འི  ཆོས་སྟོན་ཅིང 
ཆོས་སྟོན་པ་ལ  སོ གས་པ 	རྣམས་ལ 	རྣམ་པ 	སྣ་ཚོགས་པ 	-འི 	ཆོས་སྟོན་པ་ལ 	སོ	གས་པ 	-ས 	ལོངས་སྤྱོད 	པར 	མཛད་པའོ 	bstod tshogs ka_.txt	རྣམས་ལ  རྣམ་པ  སྣ་ཚོགས་པ  -འི  ཆོས་སྟོན་པ་ལ  སོ གས་པ  -ས  ལོངས་སྤྱོད  པར  མཛད་པའོ 
བྱ་བ་ལ  སོ གས་པ 	བཞིན་དུ་གང 	སྣང་ཞིང 	།_། 	ཞེས 	བྱ་བ་ལ 	སོ	གས་པ 	སྨོས་ཏེ 	།_ 	སེམས 	ཅན 	bstod tshogs ka_.txt	བཞིན་དུ་གང  སྣང་ཞིང  །_།  ཞེས  བྱ་བ་ལ  སོ གས་པ  སྨོས་ཏེ  །_  སེམས  ཅན 
 སོ  །_། 						སོ 	།_། 	ཅིའི 	ཕྱིར 	ཞེ་ན 	།_ 	bstod tshogs ka_.txt	     སོ  །_།  ཅིའི  ཕྱིར  ཞེ་ན  །_ 
ཆེན་པོ་ལ  སོ གས་པ 	བྱིན་དང 	།_ 	དབང 	ཕྱུག 	ཆེན་པོ་ལ 	སོ	གས་པ 	རྣམ་པ 	སྣ་ཚོགས་པ 	-འི 	བདག་ཉིད་དུ 	bstod tshogs ka_.txt	བྱིན་དང  །_  དབང  ཕྱུག  ཆེན་པོ་ལ  སོ གས་པ  རྣམ་པ  སྣ་ཚོགས་པ  -འི  བདག་ཉིད་དུ 
སྐྱེ་བ་ལ  སོ གས་པ 	མེད་པ་སྟེ 	སྲིད་པ་གསུམ་གྱི 	སེམས་ཅན 	རྣམས་ཀྱི 	སྐྱེ་བ་ལ 	སོ	གས་པ 	-འི 	ཉེས་པ 	རིང་དུ 	མཛད་པ་ནི 	bstod tshogs ka_.txt	མེད་པ་སྟེ  སྲིད་པ་གསུམ་གྱི  སེམས་ཅན  རྣམས་ཀྱི  སྐྱེ་བ་ལ  སོ གས་པ  -འི  ཉེས་པ  རིང་དུ  མཛད་པ་ནི 
 སོ  །_། 						སོ 	།_། 	དོན་ཆེན་ནི 	མངོན་པ 	-ར 	མཐོ་བ་དང 	bstod tshogs ka_.txt	     སོ  །_།  དོན་ཆེན་ནི  མངོན་པ  -ར  མཐོ་བ་དང 
 སོ ད་ནམས་དང 						སོ	ད་ནམས་དང 	ཡེ་ཤེས་ཀྱི 	ཚོགས 	ཡོངས་སུ 	རྫོགས་པ 	bstod tshogs ka_.txt	     སོ ད་ནམས་དང  ཡེ་ཤེས་ཀྱི  ཚོགས  ཡོངས་སུ  རྫོགས་པ 
 སོ  །_། 						སོ 	།_། 	དེ་ནས 	སྤྲུལ་པ 	-འི 	སྐུས 	bstod tshogs ka_.txt	     སོ  །_།  དེ་ནས  སྤྲུལ་པ  -འི  སྐུས 
 སོ  །_། 						སོ 	།_། 	དེ 	ལྟར 	ཚིགས་སུ 	བཅད་པ་གསུམ་གྱིས 	bstod tshogs ka_.txt	     སོ  །_།  དེ  ལྟར  ཚིགས་སུ  བཅད་པ་གསུམ་གྱིས 
བྱ་བ་ལ  སོ གས་པ 	དོན 	གཅིག 	རྒྱུན་དུ 	མཛད་ཅིང་ཞེས 	བྱ་བ་ལ 	སོ	གས་པ 	སྨོས་ཏེ 	།_ 	སེམས 	ཅན་གྱི 	bstod tshogs ka_.txt	དོན  གཅིག  རྒྱུན་དུ  མཛད་ཅིང་ཞེས  བྱ་བ་ལ  སོ གས་པ  སྨོས་ཏེ  །_  སེམས  ཅན་གྱི 
 སོ ད 						སོ	ད 	ནམ 	-ས 	ཡེ་ཤེས 	ཆེན་པོ 	bstod tshogs ka_.txt	     སོ ད  ནམ  -ས  ཡེ་ཤེས  ཆེན་པོ 
 སོ ད 						སོ	ད 	ནམ 	-ས་དང 	ཡེ་ཤེས 	ཆེན་པོ་ནི 	bstod tshogs ka_.txt	     སོ ད  ནམ  -ས་དང  ཡེ་ཤེས  ཆེན་པོ་ནི 
 སོ ད 						སོ	ད 	ནམ 	-ས་དང 	ཡེ་ཤེས 	ཆེན་པོ 	bstod tshogs ka_.txt	     སོ ད  ནམ  -ས་དང  ཡེ་ཤེས  ཆེན་པོ 
 སོ  །_། 						སོ 	།_། 	བདག་གིས 	དགེ་བ 	བྱང་ཆུབ 	ས་བོན་ཞེས 	bstod tshogs ka_.txt	     སོ  །_།  བདག་གིས  དགེ་བ  བྱང་ཆུབ  ས་བོན་ཞེས 
 སོ ད་ནམས་ཀྱི 						སོ	ད་ནམས་ཀྱི 	ཚོགས 	གང་ཡིན་པ 	དེ 	-ས 	bstod tshogs ka_.txt	     སོ ད་ནམས་ཀྱི  ཚོགས  གང་ཡིན་པ  དེ  -ས 
 སོ  །།_།། 						སོ 	།།_།། 	རྒྱ 	གར་གྱི 	མཁན་པོ་ཤྲདྡྷཱ 	ཀ་ར་ཝརྨ་དང 	bstod tshogs ka_.txt	     སོ  །།_།།  རྒྱ  གར་གྱི  མཁན་པོ་ཤྲདྡྷཱ  ཀ་ར་ཝརྨ་དང 
 སོ  །།_༄༅།_། 						སོ 	།།_༄༅།_། 	སེམས 	ཅན 	མགུ་བ 	-ར 	bstod tshogs ka_.txt	     སོ  །།_༄༅།_།  སེམས  ཅན  མགུ་བ  -ར 
 སོ  །_། 						སོ 	།_། 	གནོད་པ 	-འི 	བདག་ཉིད 	ཅན་ནམ 	bstod tshogs ka_.txt	     སོ  །_།  གནོད་པ  -འི  བདག་ཉིད  ཅན་ནམ 
དགའ་བ་ལ  སོ གས 	-ར་འགྲུབ 	།_། 	བཏང 	སྙོམས 	དགའ་བ་ལ 	སོ	གས 	དངོས་པོ 	-འི 	ཡུལ་དང 	རྣམ་པ 	bstod tshogs ka_.txt	-ར་འགྲུབ  །_།  བཏང  སྙོམས  དགའ་བ་ལ  སོ གས  དངོས་པོ  -འི  ཡུལ་དང  རྣམ་པ 
 སོ གས་གང་ལ 	-ར 	ཐར་ལ 				སོ	གས་གང་ལ 	།_། 	གང་གི 	དོན་དུ 	སྙིང་རྗེ་དེ་ལ 	bstod tshogs ka_.txt	-ར  ཐར་ལ     སོ གས་གང་ལ  །_།  གང་གི  དོན་དུ  སྙིང་རྗེ་དེ་ལ 
གླང་པོ་ལ  སོ གས 	བཟོད་པ 	ཡུན 	རིངས་བསྒོམས 	།_། 	གླང་པོ་ལ 	སོ	གས 	འགྲོ་བ 	སེམས་ཅན 	རྣམས 	ཉིད 	bstod tshogs ka_.txt	བཟོད་པ  ཡུན  རིངས་བསྒོམས  །_།  གླང་པོ་ལ  སོ གས  འགྲོ་བ  སེམས་ཅན  རྣམས  ཉིད 
 སོ  །_། 						སོ 	།_། 	རྒྱ 	གར་གྱི 	མཁན་པོ 	ཆེན་པོ་དཱི་པཾ 	bstod tshogs ka_.txt	     སོ  །_།  རྒྱ  གར་གྱི  མཁན་པོ  ཆེན་པོ་དཱི་པཾ 
 སོ  མཛད 						སོ 	མཛད 	བསྐྱེད་པ 	-ར 	མཛད་པ་སྟེ 	།_། 	bstod tshogs ka_.txt	     སོ  མཛད  བསྐྱེད་པ  -ར  མཛད་པ་སྟེ  །_། 
 སོ  །_། 						སོ 	།_། 	གང 	སླད 	སངས་རྒྱས 	འཇིག་རྟེན་གཙོ 	bstod tshogs ka_.txt	     སོ  །_།  གང  སླད  སངས་རྒྱས  འཇིག་རྟེན་གཙོ 
 སོ  །།_།། 						སོ 	།།_།། 	ཁ་ཆེའི་པཎྜི 	ཏ 	ཐིག་ལེ 	བུམ་པ་དང 	bstod tshogs ka_.txt	     སོ  །།_།།  ཁ་ཆེའི་པཎྜི  ཏ  ཐིག་ལེ  བུམ་པ་དང 
མཐོང་བ་ལ  སོ གས 	གལ་ཏེ 	མ 	སྐྱེས་ན 	།_། 	མཐོང་བ་ལ 	སོ	གས 	དཔེ་མེད་འགྱུར 	།_། 	ཇི 	ལྟར 	bstod tshogs ka_.txt	གལ་ཏེ  མ  སྐྱེས་ན  །_།  མཐོང་བ་ལ  སོ གས  དཔེ་མེད་འགྱུར  །_།  ཇི  ལྟར 
ཚེ་ཐུང  སོ གས 	མི 	ལྟོས་པ 	།_། 	དེ 	ཚེ་ཐུང 	སོ	གས 	ག་ལ་མཆིས 	།_། 	ཇི 	ལྟར 	bstod tshogs ka_.txt	མི  ལྟོས་པ  །_།  དེ  ཚེ་ཐུང  སོ གས  ག་ལ་མཆིས  །_།  ཇི  ལྟར 
གཅིག  སོ གས 					གཅིག 	སོ	གས 	མ 	མཆིས་པ 	།_། 	འདས་དང 	bstod tshogs ka_.txt	    གཅིག  སོ གས  མ  མཆིས་པ  །_།  འདས་དང 
 སོ གས་པ 	མ 	འོངས་ལ 				སོ	གས་པ 	།_། 	ཉོན་མོངས 	རྣམས་ཀྱང 	དེ་བཞིན་ཏེ 	bstod tshogs ka_.txt	མ  འོངས་ལ     སོ གས་པ  །_།  ཉོན་མོངས  རྣམས་ཀྱང  དེ་བཞིན་ཏེ 
 སོ གས 						སོ	གས 	།_། 	ངོ་བོ 	ཉིད 	མེད་པ 	bstod tshogs ka_.txt	     སོ གས  །_།  ངོ་བོ  ཉིད  མེད་པ 
 སོ གས 						སོ	གས 	།_། 	སྨིག 	རྒྱུ 	ཆུ་ཤིང 	bstod tshogs ka_.txt	     སོ གས  །_།  སྨིག  རྒྱུ  ཆུ་ཤིང 
ཟླ་གཉིས་ལ  སོ གས 	རྨི་ལམ 	མིག་འཕྲུལ་ལས 	བྱུང་དང 	།_། 	ཟླ་གཉིས་ལ 	སོ	གས 	མཐོང་བ་བཞིན 	།_། 	འགྲོ་བ 	འབྱུང་བ་དེ 	bstod tshogs ka_.txt	རྨི་ལམ  མིག་འཕྲུལ་ལས  བྱུང་དང  །_།  ཟླ་གཉིས་ལ  སོ གས  མཐོང་བ་བཞིན  །_།  འགྲོ་བ  འབྱུང་བ་དེ 
ཆགས  སོ གས 	བཞེད་པ་ལགས 	།_། 	དེ 	བཞིན 	ཆགས 	སོ	གས 	སྡུག་བསྔལ་དང 	_།_། 	འཁོར་བ 	སྡུག་བསྔལ 	bstod tshogs ka_.txt	བཞེད་པ་ལགས  །_།  དེ  བཞིན  ཆགས  སོ གས  སྡུག་བསྔལ་དང  _།_།  འཁོར་བ  སྡུག་བསྔལ 
