 དོ མས 						དོ	མས 	ཁྱོད་ལ 	ཕྱག 	འཚལ་ལོ 	།_། 	bstod tshogs ka_.txt	     དོ མས  ཁྱོད་ལ  ཕྱག  འཚལ་ལོ  །_། 
 དོ  །_། 						དོ 	།_། 	ཁྱད 	པར་ཇི 	ལྟ་བུ 	ཞེ་ན 	bstod tshogs ka_.txt	     དོ  །_།  ཁྱད  པར་ཇི  ལྟ་བུ  ཞེ་ན 
མཐོང་བ  དོ ན་ཡོད་དང 	རྣམས་ཀྱི་སྟེ 	།_ 	བྱམས་པ་དང 	།_ 	མཐོང་བ 	དོ	ན་ཡོད་དང 	།_ 	ངན 	སོང 	ཐམས་ཅད 	bstod tshogs ka_.txt	རྣམས་ཀྱི་སྟེ  །_  བྱམས་པ་དང  །_  མཐོང་བ  དོ ན་ཡོད་དང  །_  ངན  སོང  ཐམས་ཅད 
-འི  དོ ན་དུའོ 	-འི 	ཕྱིར་ཏེ 	ཡོངས་སུ 	སྨིན་པ 	-འི 	དོ	ན་དུའོ 	།_། 	གང་གིས 	དུས 	ལ་ལ 	bstod tshogs ka_.txt	-འི  ཕྱིར་ཏེ  ཡོངས་སུ  སྨིན་པ  -འི  དོ ན་དུའོ  །_།  གང་གིས  དུས  ལ་ལ 
 དོ ད་པ་དང 						དོ	ད་པ་དང 	གཟུགས་དང 	གཟུགས 	མེད་པ་སྟེ 	སྲིད་པ་གསུམ་གྱི 	bstod tshogs ka_.txt	     དོ ད་པ་དང  གཟུགས་དང  གཟུགས  མེད་པ་སྟེ  སྲིད་པ་གསུམ་གྱི 
སྤྲུལ་སྐུ  དོ ན་ཆེན་ཞེས 	ཆུབ 	མཛད 	ཐུབ་པ 	རྣམས་ཀྱི 	སྤྲུལ་སྐུ 	དོ	ན་ཆེན་ཞེས 	བྱ་སྟེ 	།_ 	ཕྱོགས 	བཅུར 	bstod tshogs ka_.txt	ཆུབ  མཛད  ཐུབ་པ  རྣམས་ཀྱི  སྤྲུལ་སྐུ  དོ ན་ཆེན་ཞེས  བྱ་སྟེ  །_  ཕྱོགས  བཅུར 
།_།  དོ ན་ཆེན་ནི 	ཐུབ་པ་སྟེ 	སངས་རྒྱས 	བཅོམ་ལྡན 	འདས་སོ 	།_། 	དོ	ན་ཆེན་ནི 	མངོན་པ 	-ར 	མཐོ་བ་དང 	ངེས་པ 	bstod tshogs ka_.txt	ཐུབ་པ་སྟེ  སངས་རྒྱས  བཅོམ་ལྡན  འདས་སོ  །_།  དོ ན་ཆེན་ནི  མངོན་པ  -ར  མཐོ་བ་དང  ངེས་པ 
-འི  དོ ན 	-འི 	བར་གྱིས 	འགྲོ་བ 	མ་ལུས་པ 	-འི 	དོ	ན 	མཛད་པ 	-ར 	རབ་ཏུ 	སྟོན་པ 	bstod tshogs ka_.txt	-འི  བར་གྱིས  འགྲོ་བ  མ་ལུས་པ  -འི  དོ ན  མཛད་པ  -ར  རབ་ཏུ  སྟོན་པ 
-འི  དོ ན་ཏོ 	ངག་དང་ཡིད་ཀྱིས 	ཕྱག 	འཚལ་ལོ་ཞེས 	བྱ་བ 	-འི 	དོ	ན་ཏོ 	།_། 	དེ 	ཉིད་ཀྱི 	ཕྱིར་ན 	bstod tshogs ka_.txt	ངག་དང་ཡིད་ཀྱིས  ཕྱག  འཚལ་ལོ་ཞེས  བྱ་བ  -འི  དོ ན་ཏོ  །_།  དེ  ཉིད་ཀྱི  ཕྱིར་ན 
སེམས་ཅན  དོ ན 	-ར 	འདོད་པ 	-འི 	ཕྱིར 	སེམས་ཅན 	དོ	ན 	གཅིག 	རྒྱུན་དུ 	མཛད་ཅིང་ཞེས 	བྱ་བ་ལ 	bstod tshogs ka_.txt	-ར  འདོད་པ  -འི  ཕྱིར  སེམས་ཅན  དོ ན  གཅིག  རྒྱུན་དུ  མཛད་ཅིང་ཞེས  བྱ་བ་ལ 
ཅན་གྱི  དོ ན་ནི 	སོགས་པ 	སྨོས་ཏེ 	།_ 	སེམས 	ཅན་གྱི 	དོ	ན་ནི 	སྲོག་ཆགས 	རྣམས་ཀྱི 	འདོད་པ 	-འི 	bstod tshogs ka_.txt	སོགས་པ  སྨོས་ཏེ  །_  སེམས  ཅན་གྱི  དོ ན་ནི  སྲོག་ཆགས  རྣམས་ཀྱི  འདོད་པ  -འི 
-འི  དོ ན 	དོན 	རབ་ཏུ 	སྒྲུབ 	ཅེས་བྱ་བ 	-འི 	དོ	ན 	ཡིན་པ 	-ས་ན 	།_ 	འགྲོ 	bstod tshogs ka_.txt	དོན  རབ་ཏུ  སྒྲུབ  ཅེས་བྱ་བ  -འི  དོ ན  ཡིན་པ  -ས་ན  །_  འགྲོ 
 དོ ན 	བ 	-འི 				དོ	ན 	གཅིག 	རྒྱུན་དུ 	མཛད་པ 	གང་ཡིན་པ་དེ་ནི 	bstod tshogs ka_.txt	བ  -འི     དོ ན  གཅིག  རྒྱུན་དུ  མཛད་པ  གང་ཡིན་པ་དེ་ནི 
སེམས་ཅན་གྱི  དོ ན 					སེམས་ཅན་གྱི 	དོ	ན 	གཅིག 	རྒྱུན་དུ 	མཛད་པ་སྟེ 	།_ 	bstod tshogs ka_.txt	    སེམས་ཅན་གྱི  དོ ན  གཅིག  རྒྱུན་དུ  མཛད་པ་སྟེ  །_ 
 དོ ན 	དེ 	ལྟ་བུ 	-འི 	སེམས་ཅན་གྱི 		དོ	ན 	མཛད་པ་དེ་ལ 	ཕྱག 	བྱས་པ 	-ས་ཞེས 	bstod tshogs ka_.txt	དེ  ལྟ་བུ  -འི  སེམས་ཅན་གྱི   དོ ན  མཛད་པ་དེ་ལ  ཕྱག  བྱས་པ  -ས་ཞེས 
ཉིད་ཀྱི  དོ ན 	-ར 	གཤེགས་པའོ 	།_། 	ཡང་ན 	ཉིད་ཀྱི 	དོ	ན 	མཐའ 	-ར 	ཕྱིན་པ 	-ས་ན 	bstod tshogs ka_.txt	-ར  གཤེགས་པའོ  །_།  ཡང་ན  ཉིད་ཀྱི  དོ ན  མཐའ  -ར  ཕྱིན་པ  -ས་ན 
-འི  དོ ན་ཏོ 	-འི་ཡིད་ཀྱི 	ཡུལ་ལས 	ཤིན་ཏུ 	འདས་པ 	-འི 	དོ	ན་ཏོ 	།_། 	དེ 	ལྟ་བུ 	-ར 	bstod tshogs ka_.txt	-འི་ཡིད་ཀྱི  ཡུལ་ལས  ཤིན་ཏུ  འདས་པ  -འི  དོ ན་ཏོ  །_།  དེ  ལྟ་བུ  -ར 
-འི  དོ ན་ཏོ 	ས་བོན་ནི 	བྱང་ཆུབ་ཀྱི 	སེམས་ཞེས 	བྱ་བ 	-འི 	དོ	ན་ཏོ 	།_། 	དེ 	བསྒྲུབས་ཤིང 	བསགས་པའོ 	bstod tshogs ka_.txt	ས་བོན་ནི  བྱང་ཆུབ་ཀྱི  སེམས་ཞེས  བྱ་བ  -འི  དོ ན་ཏོ  །_།  དེ  བསྒྲུབས་ཤིང  བསགས་པའོ 
-འི  དོ ན་ཏོ 	འགོད་པ 	-ར 	ཤོག་ཅིག 	ཅེས་བྱ་བ 	-འི 	དོ	ན་ཏོ 	།_། 	བསྟོད་པ 	-འི 	རྒྱལ་པོ 	bstod tshogs ka_.txt	འགོད་པ  -ར  ཤོག་ཅིག  ཅེས་བྱ་བ  -འི  དོ ན་ཏོ  །_།  བསྟོད་པ  -འི  རྒྱལ་པོ 
སྙིང་པོ  དོ ན་གྱི 	ཤིན་ཏུ 	ཉམས 	མེད 	རྒྱ་ཆེན 	སྙིང་པོ 	དོ	ན་གྱི 	ཚོགས 	སྦས་པ 	།_། 	བདག་གིས 	bstod tshogs ka_.txt	ཤིན་ཏུ  ཉམས  མེད  རྒྱ་ཆེན  སྙིང་པོ  དོ ན་གྱི  ཚོགས  སྦས་པ  །_།  བདག་གིས 
མཁས་ཤིང  དོ ན་གྱི 	བླངས་ནས 	རྣམ་བཤད་ཀྱིས 	།_། 	མཆོག་ཏུ 	མཁས་ཤིང 	དོ	ན་གྱི 	རྗེས 	འབྲང 	འདི 	-ར་ནི 	bstod tshogs ka_.txt	བླངས་ནས  རྣམ་བཤད་ཀྱིས  །_།  མཆོག་ཏུ  མཁས་ཤིང  དོ ན་གྱི  རྗེས  འབྲང  འདི  -ར་ནི 
སེམས་ཅན  དོ ན་ཏེ 	ལོ 	།_། 	ང་ལ 	གུས་པ 	སེམས་ཅན 	དོ	ན་ཏེ 	གུས་པ 	གཞན་དག་མིན 	།_། 	གང་གིས 	bstod tshogs ka_.txt	ལོ  །_།  ང་ལ  གུས་པ  སེམས་ཅན  དོ ན་ཏེ  གུས་པ  གཞན་དག་མིན  །_།  གང་གིས 
 དོ གས 						དོ	གས 	གྱུར་པ 	-ས 	གྲུབ 	འདི 	bstod tshogs ka_.txt	     དོ གས  གྱུར་པ  -ས  གྲུབ  འདི 
-འི  དོ ན་དུ 	།_། 	སེམས 	ཅན 	ཁོ་ན 	-འི 	དོ	ན་དུ 	ང་ཡིས 	སྐུ 	འདི 	ཡང་དག་བཟུང 	bstod tshogs ka_.txt	།_།  སེམས  ཅན  ཁོ་ན  -འི  དོ ན་དུ  ང་ཡིས  སྐུ  འདི  ཡང་དག་བཟུང 
-འི  དོ ན 	མི 	ལྟོས་པ 	-ས་ན 	དེ 	-འི 	དོ	ན 	སྟོན་པ 	-ར 	མི 	འགྱུར་རོ 	bstod tshogs ka_.txt	མི  ལྟོས་པ  -ས་ན  དེ  -འི  དོ ན  སྟོན་པ  -ར  མི  འགྱུར་རོ 
-འི  དོ ན་ལ 	།_། 	སེམས 	ཅན 	མང་པོ 	-འི 	དོ	ན་ལ 	རབ་གནས 	ཕ་རོལ 	ཕྱིན་པ་ཐོབ 	།_། 	bstod tshogs ka_.txt	།_།  སེམས  ཅན  མང་པོ  -འི  དོ ན་ལ  རབ་གནས  ཕ་རོལ  ཕྱིན་པ་ཐོབ  །_། 
 དོ ན་ལ 	སེམས 	ཅན 				དོ	ན་ལ 	བརྩོན་པ 	-འི་ཡིད་ཀྱིས 	བདུད་ཀྱི 	སྟོབས་ཀྱང་བཅོམ 	bstod tshogs ka_.txt	སེམས  ཅན     དོ ན་ལ  བརྩོན་པ  -འི་ཡིད་ཀྱིས  བདུད་ཀྱི  སྟོབས་ཀྱང་བཅོམ 
གང་གི  དོ ན་དུ 	-ར 	ཐར་ལ 	སོགས་གང་ལ 	།_། 	གང་གི 	དོ	ན་དུ 	སྙིང་རྗེ་དེ་ལ 	འབད་པ 	-འི་ཡིད་ཀྱིས 	བཟོད་པ 	bstod tshogs ka_.txt	-ར  ཐར་ལ  སོགས་གང་ལ  །_།  གང་གི  དོ ན་དུ  སྙིང་རྗེ་དེ་ལ  འབད་པ  -འི་ཡིད་ཀྱིས  བཟོད་པ 
