 བྱ ་ཁྱབ 						བྱ	་ཁྱབ 	།_། 	སེམས 	གྲོལ 	ཁྱོད་ལ 	bstod tshogs ka_.txt	     བྱ ་ཁྱབ  །_།  སེམས  གྲོལ  ཁྱོད་ལ 
 བྱ ེད་པ་ལྟར 	།_། 	མངར་པོ 	ཟ་བ 	-ར 		བྱ	ེད་པ་ལྟར 	།_། 	སྙིང་པོ 	མེད་པ 	-འི 	bstod tshogs ka_.txt	།_།  མངར་པོ  ཟ་བ  -ར   བྱ ེད་པ་ལྟར  །_།  སྙིང་པོ  མེད་པ  -འི 
 བྱ ུང 						བྱ	ུང 	_།_། 	ས་བོན 	མེད་པ 	-ར 	bstod tshogs ka_.txt	     བྱ ུང  _།_།  ས་བོན  མེད་པ  -ར 
-ར  བྱ ེད 	ཉོན་མོངས་ལྡོག 	_། 	ཁམས་དེ 	ཉམས་པ 	-ར 	བྱ	ེད 	མ 	ཡིན 	།_།_ 	-ས་ཡི་དཀྱིལ་ན 	bstod tshogs ka_.txt	ཉོན་མོངས་ལྡོག  _།  ཁམས་དེ  ཉམས་པ  -ར  བྱ ེད  མ  ཡིན  །_།_  -ས་ཡི་དཀྱིལ་ན 
 བྱ ིངས་གང 						བྱ	ིངས་གང 	ཕྱིར 	བདག 	མ་ཡིན 	།_། 	bstod tshogs ka_.txt	     བྱ ིངས་གང  ཕྱིར  བདག  མ་ཡིན  །_། 
 བྱ  །_། 						བྱ 	།_། 	ཆགས་པ 	མེད་པ 	-འི 	ཆོས 	bstod tshogs ka_.txt	     བྱ  །_།  ཆགས་པ  མེད་པ  -འི  ཆོས 
 བྱ  -འི་ཕྱིར 						བྱ 	-འི་ཕྱིར 	།_། 	བུད 	མེད 	སྐྱེས་པ་ཞེས 	bstod tshogs ka_.txt	     བྱ  -འི་ཕྱིར  །_།  བུད  མེད  སྐྱེས་པ་ཞེས 
།_།  བྱ ་བ་གསུམ་པོ 	མི 	རྟག 	སྡུག་བསྔལ 	སྟོང་པ་ཞེས 	།_། 	བྱ	་བ་གསུམ་པོ 	-ས 	སེམས 	སྦྱོང་བྱེད 	།_། 	bstod tshogs ka_.txt	མི  རྟག  སྡུག་བསྔལ  སྟོང་པ་ཞེས  །_།  བྱ ་བ་གསུམ་པོ  -ས  སེམས  སྦྱོང་བྱེད  །_། 
 བྱ ེད་པའི 						བྱ	ེད་པའི 	།_། 	ཆོས་ནི 	རང་བཞིན 	མེད་པ་ཡིན 	bstod tshogs ka_.txt	     བྱ ེད་པའི  །_།  ཆོས་ནི  རང་བཞིན  མེད་པ་ཡིན 
 བྱ ིངས་ཀྱང 						བྱ	ིངས་ཀྱང 	མཐོང 	མ་ཡིན 	།_། 	བདག་དང 	bstod tshogs ka_.txt	     བྱ ིངས་ཀྱང  མཐོང  མ་ཡིན  །_།  བདག་དང 
 བྱ ུང་བ་ཡང 						བྱ	ུང་བ་ཡང 	_།_། 	འབྱུང་དང 	འབྱུང་ལས 	གྱུར་པ 	bstod tshogs ka_.txt	     བྱ ུང་བ་ཡང  _།_།  འབྱུང་དང  འབྱུང་ལས  གྱུར་པ 
 བྱ  །_། 						བྱ 	།_། 	བརྟེན་ནས 	འབྱུང་བ 	-ར 	གྱུར་པ་དང 	bstod tshogs ka_.txt	     བྱ  །_།  བརྟེན་ནས  འབྱུང་བ  -ར  གྱུར་པ་དང 
།_།  བྱ ིས་པ 	།_། 	གཅིག་ཀྱང 	ཡོད་པ 	མ་ཡིན་ན 	།_། 	བྱ	ིས་པ 	ཇི་ལྟར 	རྟོག་པ 	-ར་བྱེད 	།_། 	bstod tshogs ka_.txt	།_།  གཅིག་ཀྱང  ཡོད་པ  མ་ཡིན་ན  །_།  བྱ ིས་པ  ཇི་ལྟར  རྟོག་པ  -ར་བྱེད  །_། 
 བྱ ེད 						བྱ	ེད 	།_། 	ཇི 	ལྟར 	ཉི་ཟླ 	bstod tshogs ka_.txt	     བྱ ེད  །_།  ཇི  ལྟར  ཉི་ཟླ 
 བྱ ེད 						བྱ	ེད 	།_། 	དེ 	ཉིད 	གྲང་བ 	bstod tshogs ka_.txt	     བྱ ེད  །_།  དེ  ཉིད  གྲང་བ 
 བྱ  །_། 						བྱ 	།_། 	དེ 	ཉིད 	ཉོན་མོངས 	བྲལ 	bstod tshogs ka_.txt	     བྱ  །_།  དེ  ཉིད  ཉོན་མོངས  བྲལ 
 བྱ  །_། 						བྱ 	།_། 	མིག་དང 	གཟུགས་ལ 	བརྟེན་ནས་ནི 	།_། 	bstod tshogs ka_.txt	     བྱ  །_།  མིག་དང  གཟུགས་ལ  བརྟེན་ནས་ནི  །_། 
 བྱ ུང 						བྱ	ུང 	_།_། 	སྐྱེ 	མེད 	འགག་པ 	bstod tshogs ka_.txt	     བྱ ུང  _།_།  སྐྱེ  མེད  འགག་པ 
 བྱ ིངས་ནི 						བྱ	ིངས་ནི 	རབ་ཏུ་ཤེས 	།_། 	སྒྲ་དང 	རྣ་བ་ལ 	bstod tshogs ka_.txt	     བྱ ིངས་ནི  རབ་ཏུ་ཤེས  །_།  སྒྲ་དང  རྣ་བ་ལ 
 བྱ ིངས 						བྱ	ིངས 	།_། 	རྟོག 	དང་བཅས་པ 	-ས 	bstod tshogs ka_.txt	     བྱ ིངས  །_།  རྟོག  དང་བཅས་པ  -ས 
 བྱ ིངས་ལ 						བྱ	ིངས་ལ 	རྟོག་པ 	-ར་བྱེད 	།_། 	ལྕེ་ཡི 	bstod tshogs ka_.txt	     བྱ ིངས་ལ  རྟོག་པ  -ར་བྱེད  །_།  ལྕེ་ཡི 
 བྱ ིངས་ཀྱི 						བྱ	ིངས་ཀྱི 	ངོ་བོ་ཡིན 	།_། 	རྣམ 	པར 	bstod tshogs ka_.txt	     བྱ ིངས་ཀྱི  ངོ་བོ་ཡིན  །_།  རྣམ  པར 
 བྱ  -འི 						བྱ 	-འི 	རྐྱེན་གྱི 	མཚན་ཉིད་དང 	_།_། 	རྐྱེན 	bstod tshogs ka_.txt	     བྱ  -འི  རྐྱེན་གྱི  མཚན་ཉིད་དང  _།_།  རྐྱེན 
 བྱ ིངས་ཞེས 						བྱ	ིངས་ཞེས 	བརྗོད་པ 	-ར་བྱ 	།_། 	ཡིད་གཙོར 	bstod tshogs ka_.txt	     བྱ ིངས་ཞེས  བརྗོད་པ  -ར་བྱ  །_།  ཡིད་གཙོར 
 བྱ ིངས་སུ 						བྱ	ིངས་སུ 	བསྒོམ་པ 	-ར་བྱ 	།_། 	མཐོང་དང 	bstod tshogs ka_.txt	     བྱ ིངས་སུ  བསྒོམ་པ  -ར་བྱ  །_།  མཐོང་དང 
 བྱ ོར་པས 						བྱ	ོར་པས 	།_། 	ཤེས་ན 	མཚན་ཉིད 	རྫོགས་པ་ཡིན 	bstod tshogs ka_.txt	     བྱ ོར་པས  །_།  ཤེས་ན  མཚན་ཉིད  རྫོགས་པ་ཡིན 
།_།  བྱ ང 	ཉིད 	ཤེས་ན 	གྲོལ་བ 	-ར་འགྱུར 	།_། 	བྱ	ང 	ཆུབ 	རིང་མིན 	ཉེ་བ་མིན 	།_། 	bstod tshogs ka_.txt	ཉིད  ཤེས་ན  གྲོལ་བ  -ར་འགྱུར  །_།  བྱ ང  ཆུབ  རིང་མིན  ཉེ་བ་མིན  །_། 
གནས  བྱ ་ཞེས 	།_། 	བདག་ལ 	བརྟགས་པ 	-ས 	གནས 	བྱ	་ཞེས 	།_། 	མདོ 	སྡེ 	-འི 	bstod tshogs ka_.txt	།_།  བདག་ལ  བརྟགས་པ  -ས  གནས  བྱ ་ཞེས  །_།  མདོ  སྡེ  -འི 
སྟོབས་ཀྱིས  བྱ ིས་པ་རྣམས 	།_། 	སྟོབས 	བཅུ 	-འི 	སྟོབས་ཀྱིས 	བྱ	ིས་པ་རྣམས 	།_། 	བྱིན 	རླབས 	ཟླ་བ 	bstod tshogs ka_.txt	།_།  སྟོབས  བཅུ  -འི  སྟོབས་ཀྱིས  བྱ ིས་པ་རྣམས  །_།  བྱིན  རླབས  ཟླ་བ 
བསོད་ནམས  བྱ ས 	བཞག་པ་འདྲ 	།_། 	སེམས 	ཅན 	བསོད་ནམས 	བྱ	ས 	རྣམས་ལ 	།_། 	འོད་ཀྱིས 	གསལ་ཞིང 	bstod tshogs ka_.txt	བཞག་པ་འདྲ  །_།  སེམས  ཅན  བསོད་ནམས  བྱ ས  རྣམས་ལ  །_།  འོད་ཀྱིས  གསལ་ཞིང 
 བྱ  རྣམས་ནི 						བྱ 	རྣམས་ནི 	གདུལ་བ 	-འི་ཕྱིར 	།_། 	དབྱིངས 	bstod tshogs ka_.txt	     བྱ  རྣམས་ནི  གདུལ་བ  -འི་ཕྱིར  །_།  དབྱིངས 
།_།  བྱ ིས་པ 	འདྲེས 	པར 	གྱུར་ལ 	བདག་སྨྲའོ 	།_། 	བྱ	ིས་པ 	-འི 	ནང་ན 	ཡོངས 	མཁྱེན་དང 	bstod tshogs ka_.txt	འདྲེས  པར  གྱུར་ལ  བདག་སྨྲའོ  །_།  བྱ ིས་པ  -འི  ནང་ན  ཡོངས  མཁྱེན་དང 
-འི  བྱ ེ་བྲག་གིས 	མི་ཟད་གང 	_།_། 	སྣང་བ 	མེད་པ 	-འི 	བྱ	ེ་བྲག་གིས 	།_། 	ཤེས 	རབ 	དོན་དུ 	bstod tshogs ka_.txt	མི་ཟད་གང  _།_།  སྣང་བ  མེད་པ  -འི  བྱ ེ་བྲག་གིས  །_།  ཤེས  རབ  དོན་དུ 
 བྱ ང 	རབ་ཏུ་འཇུག 	_། 				བྱ	ང 	ཆུབ 	རིང་བ 	-ར 	མི 	bstod tshogs ka_.txt	རབ་ཏུ་འཇུག  _།     བྱ ང  ཆུབ  རིང་བ  -ར  མི 
 བྱ  །_། 						བྱ 	།_། 	ཡུལ་དྲུག 	སྣང་བ 	མེད་པ 	-ར་ནི 	bstod tshogs ka_.txt	     བྱ  །_།  ཡུལ་དྲུག  སྣང་བ  མེད་པ  -ར་ནི 
 བྱ ེད་ཅིང 						བྱ	ེད་ཅིང 	_།_། 	ཆུ་ནི 	མ་ཡིན 	དེ་བཞིན་གནས 	bstod tshogs ka_.txt	     བྱ ེད་ཅིང  _།_།  ཆུ་ནི  མ་ཡིན  དེ་བཞིན་གནས 
 བྱ ོར་པ་ཡིས 						བྱ	ོར་པ་ཡིས 	ཡེ་ཤེས་ལེན 	།_། 	མི 	ཤེས་པ་ནི 	bstod tshogs ka_.txt	     བྱ ོར་པ་ཡིས  ཡེ་ཤེས་ལེན  །_།  མི  ཤེས་པ་ནི 
 བྱ ེད 						བྱ	ེད 	།_། 	བདག་དང 	བདག་གི་ཞེས 	འཛིན་པས 	bstod tshogs ka_.txt	     བྱ ེད  །_།  བདག་དང  བདག་གི་ཞེས  འཛིན་པས 
ཕྱིར་གཉིས་ནི  བྱ ིས་པ 	དགེ་བ 	-འི་གཞི 	།_། 	གང 	ཕྱིར་གཉིས་ནི 	བྱ	ིས་པ 	-ས་བརྟགས 	།_། 	དེ་ཡི་གཉིས 	མེད 	bstod tshogs ka_.txt	དགེ་བ  -འི་གཞི  །_།  གང  ཕྱིར་གཉིས་ནི  བྱ ིས་པ  -ས་བརྟགས  །_།  དེ་ཡི་གཉིས  མེད 
 བྱ ོར་གནས 						བྱ	ོར་གནས 	།_། 	དཀའ 	སྤྱོད 	སྣ་ཚོགས 	bstod tshogs ka_.txt	     བྱ ོར་གནས  །_།  དཀའ  སྤྱོད  སྣ་ཚོགས 
ཕན  བྱ ེད 	དང 	།_། 	སེམས 	ཅན 	ཕན 	བྱ	ེད 	བཟོད་པ་སྟེ 	།_། 	གསུམ་པོ 	འདི 	bstod tshogs ka_.txt	དང  །_།  སེམས  ཅན  ཕན  བྱ ེད  བཟོད་པ་སྟེ  །_།  གསུམ་པོ  འདི 
འདི་ཡང  བྱ ང་ཆུབ 	རྟག་ཏུ 	ཤེས་རབ 	བསྟེན་པ་སྟེ 	།_། 	འདི་ཡང 	བྱ	ང་ཆུབ 	རྒྱས་བྱེད་ཡིན 	།_། 	ཐབས 	དང་བཅས་པ 	bstod tshogs ka_.txt	རྟག་ཏུ  ཤེས་རབ  བསྟེན་པ་སྟེ  །_།  འདི་ཡང  བྱ ང་ཆུབ  རྒྱས་བྱེད་ཡིན  །_།  ཐབས  དང་བཅས་པ 
།_།  བྱ ང 	ཁམས 	རྒྱས་བྱེད་པ 	-འི 	ཆོས་བཞིའོ 	།_། 	བྱ	ང 	ཆུབ 	སེམས 	ཕྱག 	མི 	bstod tshogs ka_.txt	ཁམས  རྒྱས་བྱེད་པ  -འི  ཆོས་བཞིའོ  །_།  བྱ ང  ཆུབ  སེམས  ཕྱག  མི 
 བྱ ་ཞེས 						བྱ	་ཞེས 	།_། 	སྨྲ་བ 	ངན་པ 	-ར 	bstod tshogs ka_.txt	     བྱ ་ཞེས  །_།  སྨྲ་བ  ངན་པ  -ར 
 བྱ ང 	སྨྲ་བ་སྟེ 	།_། 				བྱ	ང 	ཆུབ 	སེམས་དཔའ 	མ 	བྱུང་བར 	bstod tshogs ka_.txt	སྨྲ་བ་སྟེ  །_།     བྱ ང  ཆུབ  སེམས་དཔའ  མ  བྱུང་བར 
 བྱ ུང 						བྱ	ུང 	མ་ཡིན 	།_། 	བུར་ཤིང 	ས་བོན་ལ 	bstod tshogs ka_.txt	     བྱ ུང  མ་ཡིན  །_།  བུར་ཤིང  ས་བོན་ལ 
 བྱ ུང་བ 						བྱ	ུང་བ 	-ར 	འགྱུར 	མ་ཡིན 	།_། 	bstod tshogs ka_.txt	     བྱ ུང་བ  -ར  འགྱུར  མ་ཡིན  །_། 
།_།  བྱ ང 	དེ་ལས 	འབྱུང་བ 	-ར 	འགྱུར་བ་ལྟར 	།_། 	བྱ	ང 	ཆུབ 	སེམས་ནི 	རབ 	བསྲུངས་ནས 	bstod tshogs ka_.txt	དེ་ལས  འབྱུང་བ  -ར  འགྱུར་བ་ལྟར  །_།  བྱ ང  ཆུབ  སེམས་ནི  རབ  བསྲུངས་ནས 
 བྱ ུང་བ 						བྱ	ུང་བ 	-ར་འགྱུར 	།_། 	ཇི 	ལྟར 	bstod tshogs ka_.txt	     བྱ ུང་བ  -ར་འགྱུར  །_།  ཇི  ལྟར 
-ར  བྱ ེད་པ་ལྟར 	།_། 	ཞིང་པ 	-ས 	སྲུང་བ 	-ར 	བྱ	ེད་པ་ལྟར 	།_། 	དེ 	བཞིན 	ཐེག་མཆོག 	bstod tshogs ka_.txt	།_།  ཞིང་པ  -ས  སྲུང་བ  -ར  བྱ ེད་པ་ལྟར  །_།  དེ  བཞིན  ཐེག་མཆོག 
སྐྱེད  བྱ ས་ནས 	།_། 	སེམས 	དེ་ཡང 	དག 	སྐྱེད 	བྱ	ས་ནས 	།_། 	ཕྱིར 	མི་ལྡོག 	པར 	bstod tshogs ka_.txt	།_།  སེམས  དེ་ཡང  དག  སྐྱེད  བྱ ས་ནས  །_།  ཕྱིར  མི་ལྡོག  པར 
 བྱ ུང 						བྱ	ུང 	_།_། 	ནག་པོ 	-འི 	གཞི་ནི 	bstod tshogs ka_.txt	     བྱ ུང  _།_།  ནག་པོ  -འི  གཞི་ནི 
བར  བྱ ེད་པ 	མེད་པ་ཡི 	མུན་པ་དག 	_། 	སེལ 	བར 	བྱ	ེད་པ 	-ས 	འོད་བྱེད་པའོ 	།_། 	རྟག་ཏུ 	bstod tshogs ka_.txt	མེད་པ་ཡི  མུན་པ་དག  _།  སེལ  བར  བྱ ེད་པ  -ས  འོད་བྱེད་པའོ  །_།  རྟག་ཏུ 
།_།  བྱ ང 	-ས 	སྦྱང 	དཀའ 	-ར་འདོད 	།_། 	བྱ	ང 	ཆུབ 	རྣམ་པ་གསུམ་པོ་དང 	_།_། 	ཕུན 	bstod tshogs ka_.txt	-ས  སྦྱང  དཀའ  -ར་འདོད  །_།  བྱ ང  ཆུབ  རྣམ་པ་གསུམ་པོ་དང  _།_།  ཕུན 
 བྱ  །_། 						བྱ 	།_། 	སངས 	རྒྱས་ཀྱིས 	ངེས 	འདི 	bstod tshogs ka_.txt	     བྱ  །_།  སངས  རྒྱས་ཀྱིས  ངེས  འདི 
 བྱ ོར་པ་དེ 						བྱ	ོར་པ་དེ 	མཐའ 	-ར 	སོན་པས 	།_། 	bstod tshogs ka_.txt	     བྱ ོར་པ་དེ  མཐའ  -ར  སོན་པས  །_། 
 བྱ ུང 						བྱ	ུང 	_།_། 	སངས་རྒྱས 	རྣམས་ཀྱི 	ཆོས་ཀྱི་གནས 	bstod tshogs ka_.txt	     བྱ ུང  _།_།  སངས་རྒྱས  རྣམས་ཀྱི  ཆོས་ཀྱི་གནས 
རྟོགས  བྱ ་བ 	།_། 	ཡིད་ཀྱི 	ཤེས་པ 	-ས 	རྟོགས 	བྱ	་བ 	།_། 	གང་ཡང 	རུང་ལ 	ཕྱག 	bstod tshogs ka_.txt	།_།  ཡིད་ཀྱི  ཤེས་པ  -ས  རྟོགས  བྱ ་བ  །_།  གང་ཡང  རུང་ལ  ཕྱག 
པར  བྱ ་བ 	དུ་མ 	-འི་འོད 	།_། 	འདོད 	པར 	བྱ	་བ 	-འི 	ཟེ་འབྲུ་ཅན 	།_། 	པདྨ 	bstod tshogs ka_.txt	དུ་མ  -འི་འོད  །_།  འདོད  པར  བྱ ་བ  -འི  ཟེ་འབྲུ་ཅན  །_།  པདྨ 
 བྱ ེ་བ 						བྱ	ེ་བ 	དུ་མ་ཡིས 	།_། 	རྣམ་པ 	ཀུན་དུ 	bstod tshogs ka_.txt	     བྱ ེ་བ  དུ་མ་ཡིས  །_།  རྣམ་པ  ཀུན་དུ 
 བྱ ོར 						བྱ	ོར 	ཆེན་པོ 	དེ 	-ར 	གནས་ནས 	bstod tshogs ka_.txt	     བྱ ོར  ཆེན་པོ  དེ  -ར  གནས་ནས 
 བྱ ུང་འགྱུར་ཏེ 						བྱ	ུང་འགྱུར་ཏེ 	།_། 	རྨོངས་པ 	-འི 	མུན་པ 	bstod tshogs ka_.txt	     བྱ ུང་འགྱུར་ཏེ  །_།  རྨོངས་པ  -འི  མུན་པ 
 བྱ ེད 						བྱ	ེད 	པར 	མཛད་པ་ཡིན 	།_། 	ལྷག 	bstod tshogs ka_.txt	     བྱ ེད  པར  མཛད་པ་ཡིན  །_།  ལྷག 
མཐོང  བྱ ང་ཆུབ 	དེ་ཡང་དེ 	སྤྱོད་ཡུལ 	།_། 	དེ 	མཐོང 	བྱ	ང་ཆུབ 	སེམས 	དབང་པོ 	།_། 	ཤིན་ཏུ 	bstod tshogs ka_.txt	དེ་ཡང་དེ  སྤྱོད་ཡུལ  །_།  དེ  མཐོང  བྱ ང་ཆུབ  སེམས  དབང་པོ  །_།  ཤིན་ཏུ 
 བྱ ིངས་སུ 						བྱ	ིངས་སུ 	བསྟོད་པ 	སློབ་དཔོན 	ཆེན་པོ 	ཀླུ་སྒྲུབ་ཀྱིས 	bstod tshogs ka_.txt	     བྱ ིངས་སུ  བསྟོད་པ  སློབ་དཔོན  ཆེན་པོ  ཀླུ་སྒྲུབ་ཀྱིས 
རྟོགས  བྱ  མི 	དམ་པ་ཡི 	ཡོད་པ་ཉིད 	།_། 	རྟོགས་དང 	རྟོགས 	བྱ 	མི 	མངའ་ཞིང 	།_། 	ཨེ 	མ 	bstod tshogs ka_.txt	དམ་པ་ཡི  ཡོད་པ་ཉིད  །_།  རྟོགས་དང  རྟོགས  བྱ  མི  མངའ་ཞིང  །_།  ཨེ  མ 
རྣམ  བྱ ང 	ཁྱོད་ཀྱིས 	ཀུན་ནས 	ཉོན་མོངས་དང 	།_། 	རྣམ 	བྱ	ང 	རོ་གཅིག 	གྱུར 	རིག་པས 	།_། 	bstod tshogs ka_.txt	ཁྱོད་ཀྱིས  ཀུན་ནས  ཉོན་མོངས་དང  །_།  རྣམ  བྱ ང  རོ་གཅིག  གྱུར  རིག་པས  །_། 
 བྱ ིངས 						བྱ	ིངས 	མངོན་པ 	-ར 	དབྱེ 	-ར 	bstod tshogs ka_.txt	     བྱ ིངས  མངོན་པ  -ར  དབྱེ  -ར 
གདུལ  བྱ  -འི 	གཅིག་ཀྱང 	མ 	གསུངས་ལ 	།_། 	གདུལ 	བྱ 	-འི 	འགྲོ་བ 	མ 	ལུས་པ 	།_། 	bstod tshogs ka_.txt	གཅིག་ཀྱང  མ  གསུངས་ལ  །_།  གདུལ  བྱ  -འི  འགྲོ་བ  མ  ལུས་པ  །_། 
 བྱ ུང་བ 						བྱ	ུང་བ 	-འང 	མ 	ལགས་ལ 	།_། 	bstod tshogs ka_.txt	     བྱ ུང་བ  -འང  མ  ལགས་ལ  །_། 
 བྱ ་རྣམ 						བྱ	་རྣམ 	སྤངས་པར 	།_། 	གཙོ 	བོས 	bstod tshogs ka_.txt	     བྱ ་རྣམ  སྤངས་པར  །_།  གཙོ  བོས 
 བྱ ེད 						བྱ	ེད 	།_། 	ཆོས 	མཐོང་བ 	-ས་ནི་ཤིན་དུ་ཏུ་མཐོང 	bstod tshogs ka_.txt	     བྱ ེད  །_།  ཆོས  མཐོང་བ  -ས་ནི་ཤིན་དུ་ཏུ་མཐོང 
 བྱ ུང 						བྱ	ུང 	མེད་ཀྱང 	།_། 	ཁྱོད་ནི 	འཇིག་རྟེན 	bstod tshogs ka_.txt	     བྱ ུང  མེད་ཀྱང  །_།  ཁྱོད་ནི  འཇིག་རྟེན 
 བྱ ིངས་ལ 						བྱ	ིངས་ལ 	དབྱེ 	-ར 	མེད་ཕྱིར 	།_། 	bstod tshogs ka_.txt	     བྱ ིངས་ལ  དབྱེ  -ར  མེད་ཕྱིར  །_། 
 བྱ ེ 						བྱ	ེ 	-ར 	མ 	མཆིས་ཀྱང 	།_། 	bstod tshogs ka_.txt	     བྱ ེ  -ར  མ  མཆིས་ཀྱང  །_། 
 བྱ  འགྲོ་བ 						བྱ 	འགྲོ་བ 	-འི་ཕྱིར 	།_། 	ཁྱོད 	ཉིད 	bstod tshogs ka_.txt	     བྱ  འགྲོ་བ  -འི་ཕྱིར  །_།  ཁྱོད  ཉིད 
